artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
0.000,0.860,0.000,0.000,0.086,0.109,0.168,0.036,0.367,0.116,0.000,0.042,0.702,0.301,0.215,0.602,0.082,0.000,0.138,0.016
0.000,0.968,0.182,0.633,0.239,0.088,0.430,0.293,0.418,0.115,0.000,0.210,0.376,0.616,0.613,0.830,0.021,0.000,0.500,0.016
0.000,0.860,0.364,0.800,0.260,0.129,0.257,0.204,0.455,0.447,0.103,0.299,0.113,0.616,0.505,0.580,0.031,0.000,0.170,0.129
0.000,0.570,0.000,0.167,0.424,0.129,0.430,0.314,0.269,0.954,0.000,0.135,0.369,0.808,0.742,0.409,0.557,0.000,0.043,0.016
0.000,0.914,0.091,0.033,0.350,0.238,0.381,0.104,0.298,0.964,0.017,0.170,0.773,0.301,0.065,0.318,1.000,0.275,0.649,0.032
0.143,0.871,0.000,0.000,0.696,0.143,0.333,0.478,0.331,0.005,0.017,0.061,0.447,0.685,0.602,0.773,0.031,0.000,0.085,0.032
0.000,0.882,1.000,0.133,0.045,0.075,0.448,0.000,0.000,0.828,0.000,0.000,0.567,0.507,0.419,0.205,0.969,0.000,0.117,0.032
0.000,0.946,0.364,0.800,0.111,0.129,0.371,0.000,0.000,0.909,0.000,0.000,0.603,0.575,0.505,0.523,0.753,0.000,0.117,0.016
0.286,1.000,0.455,0.033,0.013,0.109,0.025,0.025,0.218,0.029,0.017,0.046,0.177,0.507,0.097,0.500,0.041,0.000,0.191,0.032
0.000,0.892,0.000,0.000,0.638,0.177,0.483,0.198,0.335,0.003,0.017,0.027,0.142,0.438,0.409,0.500,0.175,0.000,0.202,0.016
0.000,0.882,0.000,0.000,0.504,0.088,0.497,0.097,0.298,0.004,0.069,0.014,0.816,0.137,0.366,0.705,0.206,0.000,0.266,0.048
0.000,1.000,0.273,0.367,0.006,0.109,0.039,0.052,0.371,0.008,0.017,0.123,0.716,0.466,0.860,0.966,0.113,0.000,0.362,0.113
0.000,0.925,0.909,0.800,0.123,0.116,0.185,0.067,0.309,0.244,0.017,0.049,0.674,0.658,0.387,0.466,0.165,0.000,0.138,0.323
0.000,0.903,0.000,0.000,0.403,0.088,0.301,0.488,0.255,0.001,0.155,0.021,0.674,0.575,0.978,0.807,0.052,0.000,0.404,0.226
0.000,0.892,0.000,0.000,0.442,0.197,0.342,0.080,0.255,0.001,0.034,0.001,0.191,0.644,0.828,0.614,0.041,0.000,0.053,0.032
0.000,0.989,0.182,0.600,0.060,0.122,0.196,0.220,0.291,0.232,0.414,0.000,0.745,0.452,0.527,0.625,0.113,0.000,0.447,0.065
0.000,0.935,0.000,0.167,0.608,0.068,0.962,0.049,0.000,0.007,0.121,0.000,0.220,0.822,0.957,0.636,0.598,0.000,0.064,0.097
0.000,0.903,0.909,0.533,0.134,0.122,0.305,0.089,0.073,0.002,0.000,0.000,0.390,0.603,0.387,0.489,0.887,0.000,0.096,0.032
0.143,1.000,0.000,0.400,0.011,0.095,0.083,0.016,0.305,0.006,0.017,0.031,0.234,0.644,0.355,0.511,0.062,0.000,0.064,0.097
0.000,0.667,0.727,0.667,0.694,0.048,0.343,0.217,0.262,0.007,0.086,0.084,0.191,0.411,0.086,0.284,0.010,0.000,0.096,0.032
0.000,0.957,0.818,0.567,0.014,0.068,0.072,0.057,0.091,0.063,0.000,0.276,0.603,0.151,0.215,0.534,0.041,0.000,0.085,0.016
0.000,0.935,0.182,0.667,0.247,0.116,0.227,0.091,0.349,0.811,0.034,0.122,0.206,0.192,0.140,0.432,0.021,0.505,0.085,0.016
0.000,1.000,0.364,0.600,0.001,0.054,0.013,0.010,0.036,0.000,0.000,0.060,0.177,0.699,0.344,0.614,0.268,0.000,0.255,0.048
0.000,0.925,0.636,0.633,0.407,0.204,0.218,0.167,0.247,0.273,0.017,0.041,0.674,0.425,0.538,0.523,0.691,0.000,0.415,0.145
0.000,0.957,0.636,0.967,0.371,0.109,0.576,0.582,0.265,0.650,0.052,0.039,0.390,0.644,0.591,0.750,0.247,0.000,0.064,0.032
0.000,0.860,0.000,0.000,0.399,0.088,0.443,0.122,0.000,0.003,0.000,0.000,0.312,0.548,0.452,0.864,0.010,0.000,0.064,0.048
0.000,0.892,0.727,0.400,0.450,0.211,0.576,0.278,0.360,0.005,0.017,0.000,0.454,0.466,0.398,0.648,0.649,0.000,0.096,0.048
0.143,0.989,1.000,0.500,0.015,0.150,0.099,0.040,0.469,0.022,0.121,0.116,0.652,0.425,0.763,0.580,0.309,0.000,0.043,0.048
0.000,0.978,0.273,0.267,0.049,0.082,0.095,0.070,0.327,0.001,0.000,0.007,0.461,0.548,0.484,0.727,0.052,0.000,0.064,0.016
0.000,0.989,0.364,0.167,0.170,0.286,0.341,0.185,0.484,0.143,0.241,0.174,0.298,0.575,0.161,0.716,0.103,0.000,0.106,0.371
0.000,1.000,0.545,0.200,0.001,0.075,0.008,0.004,0.120,0.003,0.000,0.001,0.574,0.370,0.677,0.909,0.000,0.000,0.170,0.097
0.000,0.968,0.091,0.300,0.033,0.095,0.109,0.001,0.182,0.020,0.000,0.020,0.525,0.342,0.355,0.364,0.330,0.000,0.074,0.129
0.000,0.409,0.545,0.000,0.300,0.095,0.309,0.106,0.135,0.670,0.000,0.175,0.362,0.699,0.774,0.693,0.072,0.000,0.106,0.016
0.000,0.860,0.545,0.633,0.009,0.245,0.146,0.006,0.011,0.020,0.000,0.000,0.213,0.836,0.516,0.773,0.124,0.000,0.043,0.032
0.429,1.000,0.455,0.233,0.014,0.224,0.015,0.030,0.167,0.022,0.138,0.104,0.745,0.534,0.548,0.807,0.155,0.000,0.362,0.081
0.000,0.989,1.000,0.600,0.021,0.150,0.107,0.042,0.455,0.011,0.017,0.054,0.489,0.795,0.151,0.625,0.031,0.000,0.074,0.145
0.000,0.581,0.818,0.600,0.849,0.116,0.399,0.051,0.000,0.005,0.103,0.000,0.135,0.466,0.882,0.920,0.021,0.000,0.064,0.048
0.429,1.000,0.455,0.033,0.010,0.027,0.023,0.019,0.167,0.021,0.017,0.010,0.574,0.521,0.172,0.443,0.216,0.000,0.096,0.065
0.571,1.000,0.364,0.000,0.010,0.095,0.036,0.033,0.065,0.015,0.017,0.000,0.064,0.411,0.215,0.659,0.113,0.000,0.074,0.419
0.000,1.000,0.364,0.333,0.017,0.197,0.033,0.055,0.182,0.081,0.190,0.033,0.560,0.712,0.333,0.443,0.866,0.000,0.074,0.161
0.286,0.989,0.909,0.767,0.018,0.129,0.125,0.018,0.425,0.009,0.086,0.003,0.504,0.740,0.806,0.727,0.155,0.000,0.255,0.129
0.286,1.000,0.364,0.467,0.003,0.041,0.017,0.009,0.258,0.001,0.000,0.033,0.248,0.452,0.527,0.523,0.546,0.000,0.096,0.032
0.000,1.000,0.455,0.033,0.005,0.129,0.018,0.013,0.367,0.005,0.000,0.077,0.284,0.904,0.677,0.784,0.093,0.000,0.043,0.500
0.000,1.000,0.364,0.833,0.010,0.000,0.019,0.022,0.055,0.006,0.000,0.000,0.291,0.603,0.215,0.784,0.155,0.000,0.287,0.032
0.143,1.000,0.182,0.967,0.012,0.068,0.044,0.022,0.335,0.022,0.034,0.027,0.475,0.849,0.527,0.670,0.412,0.000,0.064,0.032
0.143,1.000,0.455,0.033,0.006,0.034,0.019,0.027,0.149,0.005,0.000,0.020,0.390,0.753,0.011,0.239,0.216,0.000,0.106,0.048
0.143,1.000,0.182,0.533,0.022,0.088,0.031,0.065,0.124,0.026,0.017,0.179,0.638,0.808,0.505,0.341,0.021,0.000,0.064,0.758
0.143,1.000,0.364,0.400,0.004,0.034,0.024,0.012,0.218,0.004,0.017,0.114,0.454,0.644,0.409,0.386,0.804,0.000,0.085,0.016
0.143,0.989,0.727,0.933,0.002,0.041,0.019,0.015,0.287,0.002,0.000,0.044,0.496,0.781,0.871,0.739,0.639,0.000,0.053,0.113
0.143,1.000,0.455,0.033,0.003,0.020,0.012,0.007,0.022,0.004,0.017,0.035,0.234,0.685,0.441,0.602,0.289,0.000,0.106,0.177
0.000,1.000,0.182,1.000,0.015,0.122,0.063,0.030,0.400,0.021,0.000,0.072,0.418,0.836,0.645,0.341,0.031,0.000,0.085,0.032
0.286,1.000,0.455,0.033,0.004,0.000,0.010,0.007,0.062,0.005,0.000,0.000,0.496,0.740,0.258,0.523,0.186,0.000,0.202,0.210
0.000,1.000,0.182,0.733,0.055,0.204,0.053,0.173,0.251,0.110,0.052,0.708,0.298,0.753,0.376,0.500,0.309,0.000,0.085,0.065
0.143,0.989,0.818,0.367,0.096,0.170,0.144,0.173,0.305,0.117,0.310,0.365,0.220,0.425,0.226,0.739,0.144,0.000,0.064,0.145
0.143,0.989,0.909,0.967,0.071,0.231,0.145,0.070,0.280,0.054,0.172,0.008,0.411,0.658,0.581,0.693,0.309,0.000,0.309,0.274
0.143,1.000,0.364,0.833,0.011,0.000,0.012,0.034,0.076,0.032,0.000,0.000,0.177,0.534,0.032,0.602,0.062,0.000,0.585,0.065
0.286,0.989,1.000,0.033,0.055,0.109,0.108,0.061,0.251,0.039,0.000,0.038,0.369,0.671,0.441,0.568,0.144,0.000,0.181,0.306
0.143,1.000,0.273,0.100,0.005,0.054,0.034,0.012,0.284,0.004,0.017,0.001,0.482,0.753,0.925,0.852,0.320,0.000,0.043,0.032
0.000,0.989,1.000,0.033,0.043,0.245,0.093,0.043,0.236,0.035,0.086,0.003,0.220,0.699,0.613,0.841,0.113,0.000,0.340,0.065
0.143,0.989,1.000,0.000,0.010,0.068,0.078,0.015,0.262,0.008,0.052,0.015,0.596,0.589,0.871,0.580,0.412,0.000,0.117,0.177
0.143,1.000,0.364,0.833,0.006,0.014,0.016,0.001,0.000,0.009,0.000,0.000,0.319,0.589,0.301,0.352,0.835,0.000,0.085,0.016
0.000,0.989,0.909,0.967,0.077,0.041,0.090,0.176,0.175,0.147,0.000,0.252,0.284,0.986,0.624,0.489,0.031,0.000,0.021,0.226
0.000,1.000,0.364,0.700,0.006,0.469,0.021,0.012,0.349,0.005,0.000,0.059,0.284,0.781,0.699,0.784,0.289,0.000,0.085,0.194
0.143,1.000,0.364,0.833,0.007,0.034,0.012,0.034,0.298,0.006,0.000,0.119,0.489,0.726,0.613,0.557,0.062,0.000,0.138,0.016
0.000,0.989,0.545,0.233,0.046,0.245,0.124,0.070,0.240,0.046,0.086,0.006,0.745,0.658,0.591,0.534,0.041,0.000,0.255,0.161
0.143,1.000,0.455,0.033,0.005,0.007,0.011,0.001,0.073,0.005,0.000,0.001,0.113,0.493,0.237,0.580,0.474,0.011,0.234,0.177
0.143,1.000,0.182,0.000,0.018,0.034,0.037,0.010,0.105,0.052,0.017,0.030,0.631,0.548,0.763,0.943,0.320,0.000,0.936,0.048
0.000,0.989,0.455,0.933,0.154,0.082,0.222,0.231,0.262,0.134,0.276,0.030,0.738,0.630,0.699,0.477,0.649,0.000,0.372,0.032
0.000,0.989,0.545,0.933,0.148,0.068,0.161,0.320,0.320,0.339,0.448,0.024,0.355,0.753,0.645,0.682,0.041,0.000,0.043,0.194
0.143,1.000,0.455,0.133,0.003,0.041,0.014,0.009,0.051,0.008,0.034,0.004,0.135,0.274,0.108,0.739,0.010,0.000,0.170,0.097
0.143,1.000,0.364,0.567,0.021,0.150,0.016,0.058,0.051,0.049,0.034,0.003,0.199,0.767,0.581,0.602,0.113,0.000,0.085,0.339
0.143,1.000,0.273,0.667,0.024,0.231,0.031,0.043,0.095,0.044,0.086,0.046,0.184,0.808,0.462,0.602,0.103,0.000,0.074,0.210
0.000,1.000,0.273,0.200,0.038,0.041,0.047,0.086,0.255,0.044,0.000,0.191,0.546,0.808,0.538,0.398,0.062,0.000,0.319,0.081
0.143,1.000,0.364,0.600,0.016,0.000,0.015,0.051,0.007,0.034,0.000,0.001,0.433,0.753,0.172,0.693,0.010,0.000,0.138,0.032
0.000,0.989,0.818,0.667,0.071,0.054,0.132,0.076,0.156,0.039,0.172,0.001,0.227,0.685,0.065,0.398,0.268,0.000,0.138,0.097
0.571,1.000,0.455,0.033,0.003,0.000,0.009,0.004,0.036,0.003,0.000,0.000,0.255,0.945,0.591,0.477,0.423,0.560,0.245,0.097
0.000,0.989,0.364,0.167,0.075,0.224,0.283,0.051,0.236,0.044,0.103,0.002,0.234,0.781,0.204,0.443,0.144,0.000,0.032,0.048
0.000,1.000,0.000,0.867,0.018,0.034,0.041,0.012,0.207,0.078,0.034,0.051,0.631,0.493,0.634,0.909,0.186,0.000,0.819,0.113
0.000,1.000,0.091,0.433,0.023,0.163,0.059,0.076,0.105,0.065,0.069,0.057,0.390,0.932,0.634,0.557,0.536,0.000,0.298,0.323
0.000,0.989,0.818,0.533,0.075,0.088,0.123,0.107,0.098,0.048,0.000,0.000,0.603,0.356,0.000,0.523,0.072,0.000,0.032,0.016
0.000,0.925,0.000,0.667,0.145,0.088,0.254,0.177,0.240,0.001,0.034,0.000,0.773,0.329,0.247,0.784,0.113,0.000,0.074,0.097
0.000,0.978,0.727,0.000,0.083,0.027,0.196,0.103,0.364,0.158,0.345,0.460,0.972,0.151,0.226,0.477,0.711,0.000,0.160,0.032
0.143,0.989,0.909,0.100,0.088,0.122,0.155,0.125,0.305,0.043,0.000,0.024,0.624,0.452,0.409,0.489,0.052,0.000,0.351,0.355
0.000,0.978,0.818,0.433,0.192,0.136,0.380,0.384,0.316,0.675,0.379,0.009,0.546,0.507,0.097,0.318,0.598,0.000,0.106,0.016
0.143,1.000,0.364,0.333,0.005,0.027,0.019,0.010,0.007,0.031,0.017,0.012,0.305,0.836,0.548,0.432,0.268,0.000,0.181,1.000
0.143,1.000,0.455,0.033,0.003,0.000,0.007,0.004,0.011,0.006,0.000,0.000,0.553,0.822,0.226,0.682,0.041,0.000,0.213,0.161
0.000,1.000,0.091,0.433,0.015,0.014,0.039,0.018,0.207,0.048,0.017,0.035,0.305,0.603,0.548,0.659,0.619,0.000,0.819,0.048
0.000,0.753,0.000,0.000,0.392,0.184,0.385,0.121,0.193,0.003,0.017,0.018,0.277,0.986,0.796,0.648,0.031,0.000,0.011,0.065
0.286,0.989,1.000,0.500,0.023,0.136,0.062,0.061,0.080,0.057,0.069,0.088,0.199,0.836,0.989,0.795,0.443,0.000,0.160,0.145
0.000,0.978,1.000,0.300,0.048,0.218,0.112,0.004,0.287,0.022,0.017,0.057,0.284,0.575,0.452,0.500,0.165,0.000,0.064,0.048
0.000,0.989,0.455,0.300,0.119,0.041,0.267,0.162,0.153,0.162,0.052,0.033,0.745,0.288,0.247,0.261,0.918,0.000,0.117,0.048
0.286,1.000,0.364,0.100,0.012,0.007,0.014,0.013,0.047,0.011,0.000,0.001,0.801,0.534,0.559,0.648,0.186,0.000,0.096,0.048
0.000,1.000,0.364,0.133,0.013,0.000,0.011,0.055,0.011,0.028,0.000,0.052,0.787,0.370,0.430,0.761,0.103,0.000,0.309,0.048
0.143,1.000,0.364,0.000,0.006,0.088,0.025,0.021,0.400,0.009,0.000,0.051,0.277,0.781,0.366,0.898,0.113,0.000,0.085,0.048
0.000,1.000,0.273,0.667,0.004,0.082,0.032,0.009,0.305,0.010,0.034,0.009,0.142,0.644,0.849,0.852,0.320,0.000,0.468,0.452
0.143,1.000,0.273,0.967,0.007,0.027,0.021,0.025,0.025,0.042,0.017,0.030,0.369,0.740,0.699,0.557,0.402,0.000,0.245,0.048
0.000,1.000,0.091,0.767,0.019,0.238,0.056,0.022,0.095,0.031,0.103,0.000,0.106,0.397,0.570,0.443,0.887,0.000,0.128,0.597
0.000,1.000,0.273,0.200,0.032,0.020,0.032,0.068,0.018,0.052,0.000,0.021,0.234,0.288,0.344,0.364,0.515,0.000,0.372,0.048
0.143,1.000,0.091,0.033,0.040,0.224,0.072,0.067,0.291,0.054,0.138,0.004,0.801,0.767,0.581,0.784,0.351,0.000,0.085,0.371
0.000,0.989,0.273,0.233,0.061,0.061,0.079,0.100,0.200,0.049,0.000,0.006,0.589,0.384,0.247,0.273,0.495,0.000,0.202,0.016
0.000,1.000,0.091,0.767,0.009,0.068,0.038,0.022,0.338,0.031,0.000,0.336,0.390,0.740,0.968,0.648,0.670,0.000,0.372,0.016
0.000,1.000,0.273,0.300,0.006,0.102,0.033,0.024,0.371,0.007,0.000,0.058,0.404,0.616,0.366,0.898,0.010,0.000,0.053,0.048
0.000,0.720,0.000,0.000,0.008,0.014,0.028,0.000,0.000,0.006,0.000,0.000,0.560,0.699,0.763,0.727,0.433,0.000,0.064,0.032
0.143,1.000,0.182,0.100,0.008,0.082,0.044,0.012,0.051,0.012,0.034,0.035,0.220,0.959,0.462,0.432,0.340,0.000,0.074,0.548
0.000,1.000,0.273,0.767,0.005,0.082,0.025,0.024,0.375,0.009,0.000,0.058,0.511,0.740,0.333,0.898,0.165,0.000,0.149,0.113
0.000,0.989,0.273,0.700,0.015,0.027,0.051,0.031,0.015,0.013,0.000,0.004,0.397,0.973,0.720,0.591,0.124,0.000,0.532,0.645
0.143,1.000,0.273,0.667,0.022,0.000,0.026,0.054,0.236,0.029,0.000,0.000,0.383,0.507,0.065,0.545,0.010,0.000,0.500,0.016
0.000,0.957,0.636,0.733,0.024,0.041,0.050,0.039,0.022,0.020,0.000,0.005,0.220,0.671,0.387,0.432,0.732,0.000,0.106,0.032
0.000,0.989,0.273,0.667,0.124,0.231,0.239,0.170,0.378,0.151,0.190,0.021,0.326,0.877,0.527,0.489,0.680,0.011,0.085,0.048
0.143,1.000,0.273,0.433,0.027,0.027,0.028,0.000,0.000,0.000,0.000,0.000,0.589,0.918,0.753,0.670,0.144,0.000,0.074,0.274
0.143,1.000,0.091,0.067,0.006,0.068,0.040,0.006,0.233,0.004,0.034,0.039,0.830,0.466,0.817,0.568,0.082,0.000,0.032,0.048
0.000,0.978,0.727,0.267,0.191,0.204,0.352,0.348,0.258,0.557,0.310,0.000,0.539,0.767,0.839,0.875,0.289,0.000,0.011,0.113
0.143,0.989,1.000,0.967,0.004,0.041,0.043,0.012,0.305,0.005,0.017,0.004,0.567,0.726,0.817,0.818,0.196,0.000,0.032,0.113
0.143,1.000,0.273,0.800,0.006,0.061,0.021,0.024,0.327,0.010,0.000,0.067,0.319,0.726,0.237,0.693,0.010,0.000,0.404,0.065
0.000,0.989,0.636,0.500,0.002,0.027,0.037,0.007,0.022,0.001,0.017,0.019,0.489,0.644,0.333,0.364,0.423,0.000,0.074,0.016
0.000,0.989,0.545,0.900,0.143,0.224,0.211,0.268,0.327,0.433,0.259,0.058,0.461,0.945,0.796,0.602,0.186,0.000,0.032,0.129
0.000,0.989,0.818,0.667,0.074,0.041,0.136,0.211,0.084,0.130,0.052,0.017,0.567,0.836,0.903,0.500,0.361,0.000,0.053,0.081
0.286,1.000,0.091,0.133,0.030,0.068,0.056,0.000,0.000,0.022,0.000,0.000,0.461,0.630,0.344,0.920,0.010,0.110,0.128,0.032
0.000,0.989,0.273,0.900,0.017,0.122,0.109,0.025,0.291,0.023,0.155,0.040,0.766,0.493,0.699,0.500,0.124,0.000,0.213,0.016
0.000,0.989,0.909,0.100,0.037,0.238,0.103,0.051,0.095,0.038,0.086,0.001,0.191,0.712,0.548,0.761,0.258,0.000,0.074,0.210
0.000,0.903,0.455,0.133,0.119,0.088,0.126,0.004,0.004,0.037,0.017,0.039,0.284,0.452,0.570,0.886,0.000,0.011,0.074,0.032
0.000,0.978,0.909,0.800,0.029,0.163,0.097,0.027,0.284,0.025,0.000,0.031,0.780,0.493,0.118,0.625,0.443,0.989,0.096,0.129
0.143,1.000,0.273,0.867,0.016,0.027,0.016,0.025,0.047,0.028,0.000,0.045,0.390,0.781,0.312,0.693,0.227,0.000,0.064,0.032
0.143,0.989,1.000,0.767,0.007,0.034,0.054,0.004,0.113,0.002,0.017,0.000,0.525,0.644,0.785,0.443,0.381,0.000,0.096,0.048
0.000,1.000,0.182,0.533,0.006,0.088,0.045,0.006,0.258,0.016,0.017,0.009,0.475,0.493,0.559,0.830,0.124,0.000,0.096,0.065
0.143,0.946,0.182,0.933,0.079,0.102,0.190,0.045,0.255,0.146,0.000,0.028,0.348,0.123,0.140,0.739,0.144,0.000,0.149,0.016
0.143,1.000,0.364,0.100,0.001,0.000,0.009,0.007,0.033,0.005,0.000,0.000,0.567,0.425,0.161,0.443,0.371,0.000,0.362,0.048
0.000,0.989,0.727,0.500,0.028,0.116,0.130,0.079,0.436,0.064,0.000,0.002,0.319,0.808,0.677,0.682,0.000,0.000,0.160,0.032
0.143,0.989,1.000,0.700,0.050,0.204,0.082,0.031,0.200,0.033,0.052,0.000,0.206,0.904,0.613,0.648,0.175,0.000,0.351,0.226
0.000,0.946,0.182,0.933,0.209,0.041,0.391,0.225,0.389,0.822,0.017,0.110,0.489,0.301,0.140,0.580,0.216,0.000,0.319,0.032
0.000,1.000,0.182,0.767,0.006,0.129,0.047,0.006,0.262,0.005,0.000,0.005,0.390,0.534,0.301,0.761,0.000,0.000,0.383,0.032
0.143,1.000,0.091,0.033,0.003,0.027,0.024,0.012,0.280,0.002,0.017,0.001,0.411,0.644,0.882,0.670,0.247,0.000,0.085,0.032
0.143,0.978,1.000,0.067,0.070,0.116,0.176,0.232,0.127,0.113,0.328,0.000,0.468,0.740,0.860,0.705,0.361,0.000,0.128,0.032
0.000,0.774,0.000,0.000,0.614,0.143,0.494,0.368,0.196,0.006,0.017,0.054,0.752,0.644,0.022,0.727,0.010,0.000,0.351,0.387
0.143,0.774,0.364,0.833,0.143,0.095,0.177,0.027,0.185,0.001,0.000,0.000,0.461,0.781,0.645,0.761,0.021,0.000,0.181,0.065
0.286,1.000,0.182,0.033,0.022,0.231,0.040,0.015,0.149,0.021,0.000,0.001,0.206,0.808,0.527,0.659,0.351,0.000,0.064,0.097
0.143,1.000,0.273,0.200,0.003,0.027,0.026,0.006,0.164,0.011,0.034,0.025,0.170,0.685,0.430,0.545,0.402,0.000,0.309,0.065
0.000,1.000,0.182,0.533,0.023,0.061,0.032,0.030,0.029,0.015,0.000,0.006,0.156,0.575,0.720,0.534,0.041,0.000,0.128,0.290
0.143,1.000,0.182,0.700,0.012,0.020,0.027,0.016,0.011,0.018,0.017,0.001,0.418,0.671,0.806,0.784,0.567,0.000,0.128,0.452
0.143,1.000,0.182,0.867,0.027,0.000,0.022,0.034,0.000,0.018,0.000,0.035,0.092,0.658,0.817,0.636,0.526,0.000,0.202,0.484
0.143,0.989,0.909,0.000,0.093,0.177,0.088,0.283,0.378,0.151,0.310,0.066,0.390,0.644,0.710,0.795,0.072,0.000,0.160,0.129
0.143,1.000,0.182,1.000,0.013,0.000,0.016,0.012,0.004,0.013,0.000,0.000,0.220,0.342,0.495,0.807,0.412,0.000,0.362,0.290
0.000,1.000,0.182,0.800,0.012,0.000,0.014,0.033,0.025,0.011,0.000,0.082,0.291,0.685,0.194,0.875,0.320,0.000,0.096,0.032
0.000,0.978,1.000,0.767,0.009,0.116,0.052,0.006,0.040,0.005,0.017,0.002,0.745,0.753,0.763,0.420,0.639,0.000,0.096,0.532
0.143,1.000,0.182,0.767,0.007,0.000,0.021,0.024,0.055,0.005,0.000,0.001,0.489,0.603,0.075,0.761,0.082,0.516,0.287,0.081
0.000,0.989,0.364,0.633,0.141,0.054,0.201,0.247,0.153,0.204,0.276,0.061,0.355,0.658,0.925,0.727,0.309,0.000,0.085,0.048
0.000,0.989,1.000,0.267,0.018,0.027,0.072,0.045,0.305,0.090,0.017,0.029,0.461,0.699,0.806,0.886,0.464,0.000,0.287,0.016
0.143,0.968,0.182,0.633,0.173,0.034,0.330,0.357,0.356,0.480,0.052,0.010,0.376,0.575,0.634,0.795,0.031,0.000,0.074,0.016
0.000,0.989,0.273,0.700,0.061,0.082,0.121,0.100,0.305,0.047,0.276,0.123,0.319,0.493,0.194,0.330,0.433,0.000,0.096,0.016
0.000,1.000,0.182,0.933,0.011,0.000,0.018,0.043,0.033,0.012,0.000,0.055,0.248,0.671,0.409,0.648,0.186,0.044,0.170,0.032
0.143,1.000,0.182,0.433,0.005,0.041,0.031,0.007,0.175,0.002,0.017,0.009,0.546,0.644,0.774,0.795,0.268,0.000,0.085,0.081
0.000,0.989,0.818,0.667,0.049,0.027,0.117,0.028,0.105,0.022,0.000,0.000,0.532,0.562,0.151,0.318,0.742,0.000,0.096,0.081
0.000,1.000,0.091,0.300,0.038,0.027,0.045,0.121,0.098,0.068,0.155,0.466,0.362,0.918,0.989,0.727,0.639,0.000,0.064,0.032
0.000,0.989,0.364,0.400,0.040,0.061,0.099,0.055,0.320,0.009,0.000,0.015,0.390,0.685,0.645,0.864,0.258,0.000,0.617,0.016
0.143,0.989,0.273,0.000,0.049,0.252,0.129,0.042,0.207,0.044,0.138,0.089,0.191,0.726,0.452,0.795,0.320,0.000,0.043,0.065
0.000,0.989,0.818,0.833,0.010,0.014,0.042,0.034,0.007,0.022,0.000,0.000,0.319,0.795,0.645,0.795,0.052,0.000,0.298,0.016
0.000,0.989,0.000,0.667,0.046,0.136,0.121,0.030,0.247,0.051,0.000,0.023,0.390,0.658,0.570,1.000,0.010,0.000,0.106,0.145
0.143,0.699,0.545,0.333,0.200,0.116,0.367,0.031,0.000,0.396,0.000,0.000,0.106,0.548,0.387,0.591,0.093,0.000,0.564,0.065
0.143,0.989,0.909,0.400,0.045,0.177,0.079,0.077,0.240,0.056,0.017,0.017,0.355,0.986,0.419,0.682,0.485,0.000,0.064,0.468
0.000,0.903,0.909,0.900,0.142,0.048,0.262,0.065,0.069,0.139,0.000,0.006,0.078,0.479,0.452,0.659,0.670,0.000,0.106,0.032
0.000,0.935,0.091,0.633,0.197,0.048,0.248,0.106,0.193,0.186,0.000,0.010,0.759,0.507,0.785,0.784,0.464,0.000,0.096,0.065
0.000,0.925,0.727,0.267,0.297,0.109,0.653,0.344,0.135,0.002,0.000,0.014,0.241,0.233,0.441,0.534,0.711,0.000,0.064,0.048
0.000,0.914,0.364,0.867,0.486,0.027,0.526,0.182,0.342,0.002,0.000,0.019,0.504,0.178,0.086,0.545,0.093,0.000,0.117,0.097
0.000,0.957,0.364,0.300,0.030,0.000,0.066,0.040,0.098,0.030,0.017,0.001,0.603,0.918,0.645,0.057,0.691,0.385,0.085,0.129
0.000,1.000,0.273,0.200,0.000,0.000,0.018,0.000,0.000,0.000,0.000,0.000,0.191,0.658,0.398,0.250,0.814,0.000,0.074,0.048
0.571,0.989,1.000,0.467,0.034,0.109,0.060,0.030,0.029,0.031,0.034,0.000,0.213,0.740,0.731,0.886,0.175,0.000,0.043,0.048
0.286,0.989,0.545,0.800,0.062,0.204,0.127,0.107,0.233,0.066,0.103,0.003,0.262,0.822,0.581,0.841,0.216,0.000,0.074,0.048
0.000,0.989,1.000,0.267,0.036,0.000,0.074,0.034,0.258,0.014,0.000,0.009,0.567,0.644,0.323,0.523,0.443,0.000,0.138,0.065
0.000,0.785,0.182,0.767,0.380,0.034,0.368,0.058,0.000,0.008,0.000,0.000,0.319,0.370,0.215,0.875,0.000,0.000,0.649,0.032
0.143,1.000,0.091,0.767,0.028,0.000,0.040,0.048,0.065,0.040,0.034,0.000,0.213,0.562,0.280,0.773,0.474,0.000,0.372,0.065
0.143,1.000,0.182,0.067,0.011,0.014,0.031,0.033,0.298,0.008,0.000,0.009,0.206,0.616,0.828,0.830,0.546,0.000,0.064,0.177
0.000,0.989,1.000,0.033,0.015,0.027,0.040,0.016,0.211,0.005,0.000,0.022,0.546,0.521,0.946,0.932,0.000,0.000,0.245,0.016
0.143,0.989,0.636,0.133,0.108,0.068,0.134,0.161,0.058,0.202,0.052,0.173,0.567,0.493,0.172,0.739,0.010,0.000,0.128,0.048
