artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
0.000,0.989,0.000,0.200,0.043,0.000,0.032,0.016,0.105,0.014,0.000,0.000,0.411,0.699,0.333,0.727,0.000,0.000,0.191,0.048
0.000,0.935,0.455,0.733,0.082,0.000,0.240,0.036,0.000,0.407,0.000,0.000,0.404,0.603,0.495,0.659,0.155,0.000,0.287,0.032
0.000,0.989,0.000,0.200,0.052,0.000,0.054,0.027,0.280,0.063,0.000,0.001,0.553,0.411,0.495,0.795,0.000,0.000,0.053,0.016
0.000,0.978,0.636,0.167,0.049,0.000,0.035,0.025,0.291,0.039,0.000,0.000,0.397,0.644,0.333,0.773,0.010,0.000,0.245,0.032
0.000,0.978,0.364,0.433,0.294,0.041,0.509,0.385,0.200,0.473,0.017,0.000,0.716,0.452,0.688,0.648,0.289,0.000,0.085,0.258
0.286,0.989,0.000,0.200,0.026,0.000,0.024,0.010,0.065,0.007,0.000,0.000,0.496,0.247,0.247,0.625,0.371,0.000,0.606,0.016
0.000,0.989,0.000,0.200,0.024,0.000,0.027,0.004,0.065,0.014,0.000,0.000,0.156,0.356,0.484,0.568,0.454,0.000,0.340,0.306
0.143,0.978,0.273,0.267,0.300,0.000,0.425,0.568,0.236,0.510,0.000,0.013,0.326,0.740,0.753,0.648,0.309,0.000,0.106,0.016
0.143,0.989,0.000,0.200,0.022,0.000,0.025,0.013,0.036,0.009,0.000,0.000,0.319,0.712,0.871,0.852,0.103,0.000,0.298,0.274
0.000,0.978,0.455,0.333,0.126,0.000,0.281,0.186,0.131,0.154,0.000,0.000,0.461,0.589,0.161,0.591,0.309,0.000,0.064,0.081
0.000,0.968,0.727,0.567,0.233,0.000,0.469,0.409,0.069,0.758,0.000,0.000,0.809,0.521,0.774,0.477,0.309,0.000,0.372,0.210
0.000,0.957,0.545,0.833,0.107,0.014,0.196,0.110,0.000,0.269,0.241,0.000,0.199,0.699,0.527,0.727,0.629,0.000,0.106,0.032
0.000,0.989,0.000,0.200,0.015,0.000,0.015,0.001,0.029,0.006,0.000,0.000,0.092,0.055,0.065,0.455,0.639,0.000,0.489,0.048
0.000,0.978,0.909,0.600,0.033,0.000,0.072,0.057,0.175,0.021,0.000,0.000,0.816,0.575,0.355,0.557,0.021,0.000,0.011,0.468
0.000,0.989,0.000,0.200,0.019,0.000,0.020,0.001,0.062,0.011,0.000,0.000,0.149,0.068,0.097,0.364,0.515,0.000,0.170,0.016
0.000,0.978,0.727,0.533,0.150,0.000,0.249,0.257,0.025,0.306,0.000,0.004,0.163,0.699,0.548,0.864,0.010,0.000,0.021,0.323
0.143,0.978,0.909,0.133,0.090,0.000,0.146,0.101,0.065,0.077,0.000,0.001,0.227,0.616,0.731,0.784,0.041,0.000,0.043,0.048
0.000,0.935,1.000,0.233,0.161,0.000,0.369,0.272,0.233,0.990,0.155,0.079,0.489,0.658,0.591,0.807,0.134,0.000,0.351,0.048
0.143,0.968,0.727,0.667,0.060,0.014,0.156,0.100,0.047,0.143,0.000,0.042,0.362,0.712,0.344,0.761,0.124,0.000,0.074,0.129
0.286,0.978,0.818,0.133,0.064,0.177,0.209,0.091,0.236,0.054,0.103,0.000,0.745,0.562,0.108,0.693,0.093,0.000,0.064,0.097
0.000,0.978,0.727,0.300,0.048,0.088,0.233,0.065,0.396,0.134,0.000,0.000,0.532,0.822,0.387,0.523,0.165,0.000,0.117,0.339
0.143,0.978,0.909,0.100,0.173,0.041,0.177,0.357,0.389,0.275,0.000,0.005,0.376,0.712,0.452,0.761,0.031,0.000,0.064,0.032
0.000,0.978,0.545,0.967,0.160,0.000,0.285,0.205,0.484,0.291,0.000,0.000,0.000,0.110,0.290,0.170,0.784,0.000,0.117,0.032
0.143,0.978,0.818,0.700,0.141,0.116,0.165,0.170,0.625,0.292,0.034,0.000,0.390,0.452,0.129,0.659,0.000,0.000,0.085,0.032
0.143,0.978,0.364,0.667,0.099,0.041,0.332,0.126,0.156,0.138,0.000,0.000,0.787,0.082,0.086,0.273,0.701,0.000,0.096,0.048
0.000,0.978,0.727,0.300,0.033,0.000,0.157,0.051,0.084,0.121,0.000,0.000,0.816,0.493,0.699,0.591,0.866,0.000,0.457,0.548
0.000,0.978,0.000,0.233,0.239,0.020,0.502,0.275,0.222,0.498,0.000,0.000,0.560,0.493,0.183,0.386,0.784,0.000,0.074,0.081
0.286,0.978,0.909,0.967,0.012,0.007,0.065,0.021,0.011,0.083,0.000,0.000,0.482,0.808,0.516,0.591,0.392,0.000,0.117,0.403
0.000,0.978,0.909,0.367,0.087,0.034,0.158,0.074,0.178,0.031,0.017,0.002,0.199,0.548,0.183,0.489,0.289,0.000,0.064,0.016
0.000,0.989,0.000,0.200,0.022,0.000,0.017,0.001,0.018,0.006,0.000,0.000,0.404,0.740,0.226,0.602,0.351,0.000,0.213,0.016
0.000,0.978,0.909,0.600,0.083,0.000,0.126,0.156,0.025,0.204,0.000,0.000,0.163,0.411,0.548,0.727,0.093,0.000,0.000,0.048
0.429,0.989,0.000,0.133,0.014,0.020,0.064,0.048,0.000,0.012,0.000,0.000,0.745,0.644,0.613,0.398,0.412,0.000,0.362,0.032
0.000,0.989,0.000,0.200,0.013,0.000,0.011,0.000,0.007,0.002,0.000,0.000,0.206,0.315,0.548,0.466,0.732,0.000,0.074,0.145
0.000,0.978,0.909,0.567,0.052,0.000,0.061,0.067,0.000,0.110,0.000,0.000,0.745,0.575,0.452,0.432,0.124,0.000,0.106,0.226
0.286,0.978,0.818,0.867,0.052,0.014,0.106,0.080,0.076,0.059,0.017,0.000,0.177,0.767,0.806,0.693,0.588,0.000,0.670,0.097
0.000,0.978,1.000,0.000,0.036,0.000,0.078,0.083,0.029,0.107,0.000,0.010,0.092,0.233,0.032,0.227,0.639,0.000,0.064,0.016
0.000,0.946,0.182,0.267,0.074,0.082,0.162,0.049,0.371,0.095,0.000,0.031,0.206,0.466,0.344,0.557,0.052,0.000,0.128,0.016
0.000,0.978,0.818,0.967,0.048,0.000,0.093,0.077,0.055,0.036,0.000,0.001,0.057,0.822,0.075,0.364,0.000,0.000,0.351,0.194
0.143,0.978,0.636,0.067,0.101,0.068,0.182,0.205,0.087,0.137,0.000,0.001,0.787,0.685,0.806,0.875,0.433,0.000,0.043,0.258
0.000,0.968,0.909,0.033,0.226,0.054,0.316,0.280,0.273,0.275,0.103,0.017,0.447,0.795,0.570,0.614,0.412,0.011,0.074,0.032
0.286,0.957,0.636,0.967,0.050,0.000,0.146,0.063,0.007,0.059,0.000,0.000,0.390,0.479,0.430,0.580,0.454,0.099,0.021,0.065
0.286,0.978,0.909,0.133,0.093,0.000,0.104,0.094,0.145,0.078,0.000,0.000,0.121,0.548,0.871,0.602,0.062,0.000,0.340,0.032
0.286,0.968,0.182,0.400,0.127,0.000,0.143,0.070,0.051,0.092,0.000,0.001,0.213,0.740,0.387,0.432,0.021,0.000,0.064,0.016
0.000,0.989,0.000,0.200,0.013,0.000,0.010,0.000,0.004,0.002,0.000,0.000,0.376,0.288,0.516,0.966,0.113,0.000,0.011,0.435
0.000,0.978,0.818,0.700,0.057,0.061,0.138,0.115,0.113,0.087,0.086,0.029,0.411,0.712,0.957,0.875,0.082,0.000,0.117,0.016
0.286,0.978,0.182,0.600,0.267,0.000,0.390,0.344,0.189,0.628,0.103,0.000,0.177,0.548,0.484,0.670,0.392,0.000,0.415,0.258
0.143,0.968,0.818,0.967,0.212,0.143,0.476,0.281,0.604,0.539,0.155,0.026,0.319,0.685,0.108,0.545,0.412,0.000,0.085,0.048
0.143,0.978,1.000,0.933,0.031,0.082,0.101,0.030,0.015,0.015,0.017,0.003,0.220,0.589,0.774,0.830,0.485,0.000,0.074,0.484
0.000,0.989,0.000,0.267,0.038,0.000,0.029,0.061,0.444,0.405,0.000,0.002,0.163,0.452,0.581,0.523,0.361,0.000,0.213,0.145
0.286,0.978,0.727,0.233,0.052,0.014,0.118,0.128,0.276,0.061,0.000,0.017,0.234,0.685,0.602,0.864,0.175,0.000,0.223,0.048
0.286,0.978,0.727,0.767,0.077,0.000,0.114,0.156,0.007,0.075,0.224,0.001,0.319,0.671,0.677,0.670,0.000,0.000,0.117,0.032
0.000,0.968,0.545,0.533,0.054,0.000,0.135,0.064,0.055,0.119,0.000,0.000,0.106,0.644,0.570,0.455,0.196,0.000,0.096,0.097
0.286,0.978,0.727,0.500,0.068,0.000,0.096,0.103,0.011,0.072,0.000,0.003,0.319,0.863,0.290,0.500,0.443,0.000,0.085,0.065
0.000,0.978,0.364,0.667,0.090,0.041,0.309,0.268,0.491,0.229,0.000,0.005,0.319,0.767,0.710,0.307,0.000,0.000,0.032,0.145
0.286,0.989,0.000,0.200,0.066,0.000,0.084,0.080,0.102,0.044,0.000,0.000,0.092,0.740,0.484,0.375,0.010,0.011,0.106,0.274
0.143,0.978,0.455,0.767,0.095,0.000,0.182,0.124,0.033,0.103,0.000,0.004,0.454,0.822,0.430,0.602,0.021,0.000,0.053,0.065
0.000,0.978,0.273,0.000,0.142,0.027,0.339,0.174,0.142,0.145,0.000,0.048,0.823,0.288,0.194,0.580,0.629,0.000,0.415,0.113
0.000,0.968,0.636,0.667,0.161,0.034,0.457,0.356,0.593,0.599,0.000,0.000,0.348,0.712,0.753,0.773,0.010,0.000,0.064,0.129
0.000,0.978,0.909,0.133,0.056,0.000,0.066,0.065,0.000,0.163,0.000,0.000,0.560,0.699,0.376,0.636,0.052,0.011,0.085,0.532
0.143,0.957,0.000,0.333,0.146,0.014,0.185,0.164,0.527,0.459,0.000,0.048,0.255,0.589,0.151,0.670,0.093,0.000,0.096,0.032
0.143,0.978,0.818,0.667,0.019,0.000,0.071,0.025,0.018,0.022,0.000,0.000,0.135,0.603,0.796,0.614,0.299,0.000,0.096,0.048
0.286,0.978,0.545,0.233,0.061,0.129,0.165,0.150,0.124,0.072,0.017,0.002,0.631,0.589,0.634,0.682,0.216,0.000,0.085,0.081
0.286,0.978,0.182,0.133,0.272,0.000,0.301,0.353,0.447,0.584,0.000,0.010,0.589,0.493,0.731,0.602,0.186,0.000,0.064,0.016
0.286,0.978,0.727,0.067,0.098,0.000,0.161,0.067,0.156,0.046,0.000,0.003,0.574,0.849,0.194,0.318,0.134,0.000,0.043,0.452
0.143,0.978,0.636,0.000,0.113,0.000,0.153,0.254,0.185,0.192,0.017,0.022,0.390,0.740,0.505,0.795,0.206,0.000,0.245,0.065
0.000,0.430,0.000,0.000,0.054,0.000,#VALUE!,0.024,0.000,0.055,0.000,0.000,0.319,0.411,0.763,0.682,0.072,0.000,0.149,0.016
0.143,0.978,0.909,0.333,0.087,0.020,0.101,0.121,0.338,0.521,0.103,0.004,0.504,0.740,0.839,0.239,0.979,0.000,0.106,0.048
0.286,0.978,0.909,0.600,0.021,0.000,0.050,0.030,0.138,0.012,0.000,0.000,0.539,0.493,0.559,0.614,0.124,0.000,0.032,0.548
0.000,0.989,0.000,0.200,0.014,0.000,0.009,0.001,0.004,0.003,0.000,0.000,0.305,0.315,0.204,0.443,0.773,0.330,0.117,0.032
0.000,0.978,0.909,0.600,0.017,0.000,0.045,0.036,0.171,0.076,0.000,0.000,0.206,0.260,0.462,0.307,0.784,0.000,0.064,0.048
0.000,0.914,0.364,0.300,0.056,0.020,0.223,0.034,0.076,0.124,0.000,0.014,0.816,0.164,0.398,0.966,0.000,0.692,0.021,0.048
0.000,0.978,0.727,0.000,0.058,0.000,0.098,0.165,0.018,0.187,0.017,0.000,0.404,0.740,0.505,0.795,0.052,0.000,0.138,0.048
0.000,0.914,0.818,0.967,0.184,0.027,0.304,0.063,0.255,0.394,0.000,0.003,0.142,0.493,0.312,0.489,0.072,0.165,0.096,0.016
0.143,0.989,0.000,0.200,0.015,0.000,0.016,0.004,0.000,0.005,0.000,0.000,0.589,0.616,0.269,0.727,0.000,0.000,0.043,0.081
0.000,0.978,1.000,0.000,0.009,0.007,0.067,0.025,0.324,0.011,0.000,0.000,0.390,0.822,0.591,0.727,0.062,0.000,0.021,0.145
0.143,0.968,0.545,0.767,0.243,0.000,0.459,0.353,0.098,0.653,0.000,0.000,0.184,0.644,0.774,0.716,0.227,0.000,0.255,0.032
0.143,0.978,0.909,0.600,0.015,0.000,0.042,0.019,0.098,0.008,0.000,0.000,0.390,0.671,0.538,0.705,0.268,0.000,0.074,0.032
0.000,0.978,0.909,0.533,0.013,0.000,0.054,0.021,0.051,0.025,0.000,0.004,0.291,0.863,0.882,0.795,0.113,0.000,0.053,0.113
0.000,0.989,0.000,0.200,0.014,0.000,0.034,0.019,0.000,0.033,0.017,0.000,0.319,0.548,0.290,0.295,0.959,0.000,0.277,0.016
0.000,0.978,0.364,0.667,0.057,0.027,0.230,0.037,0.167,0.108,0.000,0.047,0.738,0.219,0.344,0.409,0.835,0.000,0.053,0.177
0.000,0.978,0.636,0.933,0.087,0.000,0.102,0.036,0.022,0.108,0.000,0.000,0.376,0.781,0.183,0.523,0.010,0.000,0.245,0.242
0.000,0.978,0.455,0.800,0.094,0.000,0.140,0.064,0.069,0.075,0.207,0.000,0.191,0.932,0.806,0.648,0.330,0.000,0.064,0.226
0.000,0.957,0.909,0.000,0.157,0.163,0.434,0.305,0.473,0.642,0.000,0.026,0.333,0.301,0.161,0.580,0.649,0.000,0.064,0.065
0.000,0.968,1.000,0.800,0.062,0.020,0.137,0.037,0.011,0.053,0.000,0.001,0.532,0.767,0.559,0.932,0.268,0.000,0.106,0.306
0.000,0.860,0.909,0.933,0.674,0.041,0.398,0.290,0.455,0.006,0.034,0.082,0.284,0.685,0.516,0.761,0.134,0.000,0.021,0.016
0.000,0.978,0.545,0.233,0.066,0.068,0.139,0.153,0.276,0.103,0.017,0.001,0.801,0.726,0.634,0.773,0.144,0.000,0.128,0.323
0.143,0.978,1.000,0.733,0.056,0.000,0.071,0.089,0.062,0.158,0.000,0.023,0.305,1.000,0.720,0.375,0.588,0.000,0.053,0.113
0.000,0.978,0.364,0.667,0.069,0.000,0.212,0.030,0.076,0.102,0.000,0.007,0.766,0.233,0.161,0.227,0.887,0.000,0.330,0.032
0.286,0.978,0.364,0.200,0.091,0.068,0.114,0.080,0.058,0.266,0.000,0.014,0.255,0.603,0.387,0.920,0.031,0.000,0.330,0.065
0.000,0.968,0.000,0.000,0.270,0.000,0.287,0.379,0.116,0.598,0.000,0.015,0.390,0.781,0.215,0.602,0.423,0.022,0.085,0.339
0.000,0.968,0.818,0.733,0.155,0.000,0.338,0.260,0.200,0.098,0.000,0.002,0.560,0.685,0.667,0.807,0.454,0.000,0.064,0.161
0.000,0.978,0.182,0.600,0.092,0.000,0.230,0.097,0.320,0.446,0.052,0.014,0.482,0.712,0.989,0.591,0.000,0.000,0.160,0.032
0.143,0.978,0.818,0.700,0.014,0.000,0.071,0.010,0.011,0.091,0.000,0.000,0.660,0.315,0.624,0.841,0.546,0.000,1.000,0.419
0.000,0.978,0.818,0.000,0.021,0.000,0.093,0.030,0.360,0.045,0.000,0.002,0.390,0.795,0.946,0.920,0.093,0.000,0.053,0.081
0.000,0.968,0.091,0.667,0.102,0.027,0.257,0.165,0.462,0.216,0.000,0.039,0.454,0.521,0.591,0.420,0.577,0.000,0.106,0.048
0.143,0.925,0.909,0.567,0.139,0.000,0.258,0.137,0.462,0.001,0.000,0.065,0.262,0.699,0.441,0.909,0.052,0.000,0.245,0.177
0.429,0.978,0.636,0.400,0.130,0.000,0.115,0.182,0.040,0.206,0.000,0.001,0.418,0.767,0.806,0.852,0.021,0.000,0.021,0.048
0.000,0.925,0.273,0.633,0.037,0.000,0.042,0.006,0.007,0.051,0.000,0.000,0.177,0.685,0.290,0.409,0.876,0.264,0.085,0.016
0.000,0.978,0.273,0.433,0.042,0.000,0.169,0.043,0.000,0.045,0.000,0.000,0.681,0.753,0.656,0.489,0.474,0.000,0.096,0.468
0.000,0.935,0.182,0.967,0.079,0.000,0.210,0.058,0.164,0.257,0.000,0.000,0.390,0.507,0.075,0.273,0.928,0.000,0.053,0.048
0.000,0.978,0.545,0.900,0.036,0.000,0.111,0.028,0.000,0.039,0.000,0.000,0.113,0.301,0.086,0.545,0.072,0.000,0.213,0.016
0.000,0.957,0.000,0.000,0.135,0.000,0.307,0.217,0.065,0.491,0.000,0.007,0.603,0.753,0.462,0.693,0.186,0.000,0.128,0.113
0.143,0.978,0.727,0.033,0.037,0.000,0.096,0.150,0.044,0.039,0.000,0.000,0.284,0.726,0.581,0.852,0.103,0.000,0.106,0.129
0.000,0.978,0.636,0.300,0.022,0.014,0.078,0.045,0.007,0.005,0.000,0.006,0.099,0.548,0.774,0.659,0.392,0.000,0.032,0.032
0.000,0.860,0.818,0.100,0.134,0.014,0.287,0.007,0.000,0.885,0.000,0.000,0.574,0.397,0.032,0.591,0.526,0.000,0.085,0.016
0.000,0.968,0.273,0.533,0.125,0.000,0.319,0.249,0.069,0.326,0.000,0.001,0.418,0.562,0.043,0.318,0.814,0.000,0.064,0.048
0.000,0.903,0.000,0.000,0.328,0.054,0.393,0.137,0.444,0.001,0.000,0.058,0.433,0.411,0.667,0.864,0.021,0.000,0.223,0.032
0.000,0.978,0.636,0.167,0.120,0.000,0.117,0.259,0.265,0.353,0.000,0.000,0.397,0.712,0.527,0.739,0.021,0.000,0.085,0.048
0.286,0.978,0.727,0.067,0.103,0.000,0.132,0.214,0.109,0.088,0.000,0.000,0.504,0.781,0.312,0.580,0.000,0.000,0.309,0.194
0.000,0.978,0.455,0.800,0.049,0.020,0.126,0.054,0.298,0.040,0.000,0.005,0.262,0.740,0.237,0.614,0.598,0.000,0.085,0.048
0.286,0.978,0.818,0.867,0.015,0.000,0.330,0.012,0.029,0.008,0.034,0.000,0.085,0.685,0.538,0.739,0.237,0.000,0.404,0.339
0.000,0.957,0.364,0.300,0.463,0.000,0.773,0.793,0.607,0.004,0.103,0.000,0.234,0.808,0.538,0.568,0.711,0.000,0.160,0.129
0.000,0.935,0.455,0.467,0.278,0.000,0.618,0.280,0.124,0.729,0.000,0.005,0.135,0.288,0.194,0.443,0.392,0.000,0.319,0.355
0.143,0.978,0.000,0.900,0.152,0.000,0.195,0.137,0.124,0.134,0.000,0.000,0.262,0.904,0.785,0.830,0.031,0.000,0.149,0.145
0.000,0.892,0.636,0.000,0.514,0.000,0.563,0.458,0.429,0.005,0.034,0.081,0.390,0.260,0.312,0.193,0.948,0.000,0.106,0.016
0.000,0.656,0.727,0.300,0.945,0.061,0.456,0.394,0.440,0.013,0.069,0.168,0.369,0.397,0.742,0.932,0.000,0.000,0.085,0.081
0.000,0.957,0.182,0.200,0.125,0.000,0.268,0.159,0.171,0.600,0.017,0.000,0.050,0.301,0.247,0.273,0.845,0.000,0.117,0.032
0.143,0.978,0.727,0.067,0.102,0.041,0.160,0.176,0.422,0.099,0.000,0.003,0.730,0.603,0.269,0.432,0.052,0.000,0.202,0.387
0.143,0.978,0.909,0.333,0.014,0.027,0.054,0.033,0.011,0.000,0.000,0.000,0.206,0.397,0.688,0.682,0.134,0.000,0.319,0.097
0.000,0.989,0.000,0.300,0.004,0.000,0.019,0.000,0.015,0.024,0.000,0.000,0.567,0.247,0.656,0.898,0.000,0.000,0.245,0.048
0.143,0.978,0.636,0.867,0.119,0.034,0.151,0.170,0.055,0.065,0.000,0.002,0.489,0.658,0.108,0.591,0.010,0.000,0.213,0.500
0.000,0.785,0.727,0.733,0.983,0.102,0.488,0.455,0.360,0.005,0.034,0.126,0.589,0.164,0.215,0.955,0.000,0.000,0.074,0.097
0.000,0.989,0.000,0.300,0.004,0.000,0.021,0.003,0.044,0.010,0.000,0.000,0.440,0.507,0.387,0.909,0.093,0.000,0.606,0.065
0.286,0.978,0.455,0.767,0.123,0.000,0.143,0.138,0.018,0.069,0.017,0.000,0.759,0.699,0.806,0.648,0.113,0.000,0.053,0.226
0.000,0.957,0.909,0.200,0.108,0.000,0.234,0.126,0.316,0.184,0.000,0.013,0.177,0.712,0.161,0.420,0.216,0.044,0.330,0.097
0.143,0.946,0.727,0.867,0.314,0.082,0.583,0.548,0.564,0.003,0.103,0.127,0.220,0.466,0.280,0.352,0.392,0.000,0.245,0.016
0.000,0.989,0.000,0.300,0.008,0.000,0.057,0.015,0.204,0.017,0.000,0.000,0.518,0.699,0.656,0.659,0.474,0.000,0.351,0.032
0.143,0.978,0.273,0.900,0.092,0.027,0.176,0.213,0.087,0.113,0.000,0.073,0.390,0.671,0.677,0.716,0.000,0.000,0.106,0.032
0.000,0.978,0.545,0.267,0.033,0.014,0.164,0.115,0.487,0.076,0.000,0.002,0.426,0.644,0.656,0.739,0.010,0.000,0.330,0.032
0.429,0.978,0.000,0.467,0.227,0.000,0.233,0.311,0.196,0.729,0.000,0.019,0.411,0.808,0.817,0.875,0.010,0.000,0.287,0.177
0.000,0.978,0.273,0.267,0.089,0.000,0.215,0.210,0.044,0.080,0.000,0.000,0.113,0.767,0.430,0.511,0.423,0.000,0.106,0.355
0.143,0.774,0.364,0.833,0.433,0.000,0.458,0.116,0.167,0.003,0.017,0.000,0.752,0.438,0.065,0.864,0.072,0.000,0.053,0.290
0.000,0.957,0.727,0.633,0.188,0.014,0.475,0.405,0.244,0.001,0.017,0.020,0.184,0.740,0.602,0.261,0.866,0.000,0.053,0.048
1.000,0.978,0.636,0.367,0.029,0.000,0.060,0.107,0.000,0.000,0.000,0.000,0.135,0.452,0.613,0.761,0.103,0.000,0.117,0.145
0.143,0.989,0.000,0.200,0.011,0.000,0.015,0.025,0.011,0.003,0.000,0.000,0.355,0.918,0.753,0.511,0.165,0.000,0.106,0.419
0.143,0.978,1.000,0.933,0.061,0.000,0.061,0.132,0.076,0.067,0.000,0.000,0.426,0.630,0.710,0.909,0.041,0.000,0.489,0.016
0.143,0.978,0.818,0.433,0.010,0.000,0.070,0.036,0.335,0.095,0.000,0.000,0.404,0.781,0.624,0.682,0.289,0.000,0.106,0.081
0.143,0.978,0.273,0.933,0.064,0.109,0.161,0.091,0.084,0.072,0.017,0.000,0.191,0.849,0.946,0.511,0.165,0.000,0.277,0.081
0.286,0.978,0.909,0.567,0.016,0.000,0.048,0.045,0.095,0.015,0.000,0.000,0.177,0.548,0.763,0.750,0.175,0.000,0.085,0.097
0.143,0.989,0.091,0.300,0.128,0.190,0.193,0.225,0.371,0.180,0.086,0.030,0.206,0.836,0.925,0.693,0.093,0.000,0.117,0.097
0.143,0.742,0.000,0.000,0.642,0.000,0.327,0.210,0.284,0.007,0.017,0.000,0.199,0.795,0.527,0.784,0.186,0.000,0.032,0.355
0.000,0.989,0.091,0.333,0.011,0.034,0.067,0.006,0.411,0.021,0.000,0.001,0.461,0.384,0.495,0.761,0.309,0.000,0.074,0.081
0.000,0.989,0.091,0.333,0.071,0.000,0.134,0.113,0.000,0.105,0.000,0.002,0.816,0.164,0.204,0.591,0.237,0.000,0.170,0.065
0.143,0.989,0.091,0.333,0.026,0.000,0.040,0.068,0.004,0.035,0.000,0.000,0.489,0.411,0.290,0.250,0.948,0.000,0.266,0.016
0.143,0.742,0.000,0.000,0.600,0.000,0.228,0.211,0.145,0.006,0.017,1.000,0.213,0.945,0.290,0.909,0.031,0.000,0.053,0.371
0.000,0.989,0.000,0.600,0.076,0.000,0.135,0.177,0.022,0.087,0.017,0.001,0.844,0.630,0.935,0.614,0.113,0.000,0.064,0.468
0.286,0.989,0.091,0.333,0.039,0.000,0.029,0.051,0.011,0.031,0.000,0.000,0.582,0.329,0.495,0.807,0.103,0.000,0.309,0.581
0.143,0.989,0.091,0.033,0.022,0.000,0.036,0.051,0.004,0.032,0.000,0.000,0.411,0.397,0.430,0.580,0.412,0.000,0.245,0.016
0.000,0.882,0.000,0.000,0.557,0.075,0.222,0.185,0.098,0.603,0.000,0.004,0.411,0.932,0.484,0.591,0.031,0.000,0.149,0.323
0.000,0.774,0.000,0.000,0.575,0.048,0.325,0.350,0.385,0.005,0.017,0.037,0.177,0.918,0.806,0.705,0.268,0.000,0.043,0.565
0.000,0.989,0.091,0.100,0.051,0.000,0.093,0.156,0.044,0.052,0.000,0.013,0.674,0.521,0.656,0.625,0.010,0.000,0.096,0.032
0.000,0.892,0.636,0.500,0.081,0.000,0.065,0.019,0.000,0.116,0.017,0.003,0.355,0.507,0.355,0.705,0.082,0.000,0.479,0.032
0.143,0.957,0.636,0.100,0.100,0.000,0.115,0.049,0.447,0.007,0.000,0.004,0.539,0.192,0.140,0.659,0.021,0.000,0.330,0.113
0.000,0.925,0.636,0.133,0.045,0.000,0.114,0.033,0.047,0.067,0.000,0.006,0.674,0.110,0.280,0.898,0.072,0.000,0.053,0.097
0.000,0.957,0.818,0.100,0.065,0.048,0.150,0.036,0.309,0.105,0.000,0.001,0.567,0.466,0.204,0.648,0.041,0.066,0.128,0.032
0.000,0.957,0.455,0.667,0.102,0.000,0.126,0.067,0.004,0.082,0.000,0.013,0.170,0.315,0.419,0.386,0.237,0.088,0.053,0.323
0.286,0.968,0.545,0.767,0.005,0.027,0.088,0.010,0.076,0.002,0.000,0.000,0.213,0.836,0.484,0.716,0.082,0.000,0.128,0.097
0.000,0.978,1.000,0.300,0.018,0.000,0.050,0.016,0.000,0.010,0.000,0.000,0.674,0.507,0.462,0.602,0.031,0.000,0.372,0.032
0.857,0.989,0.000,0.433,0.019,0.007,0.066,0.028,0.018,0.012,0.000,0.000,0.773,0.603,0.753,0.750,0.454,0.000,0.043,0.452
0.286,0.699,1.000,0.900,0.355,0.000,0.156,0.190,0.062,0.002,0.000,0.000,0.191,0.740,0.774,0.852,0.031,0.000,0.372,0.032
0.143,0.742,0.000,0.000,0.360,0.000,0.182,0.116,0.055,0.002,0.000,0.003,0.489,0.959,0.613,0.739,0.093,0.000,0.149,0.097
0.143,0.978,0.909,0.600,0.066,0.014,0.068,0.085,0.047,0.051,0.017,0.007,0.759,0.110,0.000,0.875,0.010,0.000,0.266,0.242
0.000,0.978,1.000,0.533,0.028,0.000,0.063,0.065,0.229,0.093,0.000,0.025,0.106,0.726,0.946,0.602,0.062,0.000,0.053,0.177
0.000,0.935,0.182,0.967,0.628,0.007,0.521,0.423,0.415,0.002,0.000,0.005,0.603,0.932,0.409,0.580,0.000,0.000,0.064,0.161
0.143,0.742,0.909,0.667,0.323,0.000,0.248,0.124,0.229,0.004,0.000,0.000,0.106,0.753,0.527,0.739,0.041,0.000,0.447,0.306
0.143,0.968,0.000,0.500,0.131,0.000,0.319,0.097,0.164,0.409,0.000,0.001,0.716,0.795,0.849,0.750,0.144,0.000,0.277,0.516
0.000,0.935,0.818,0.100,0.051,0.000,0.135,0.007,0.004,0.064,0.000,0.000,0.390,0.603,0.043,0.511,0.278,0.000,0.053,0.032
0.000,0.968,0.091,0.933,0.079,0.075,0.185,0.031,0.073,0.041,0.000,0.000,0.191,0.863,0.914,0.795,0.175,0.000,0.085,0.065
0.000,0.989,0.000,0.900,0.038,0.000,0.070,0.070,0.011,0.043,0.207,0.006,0.142,0.699,0.613,0.489,0.309,0.000,0.245,0.113
0.143,0.989,0.000,0.467,0.006,0.000,0.039,0.015,0.000,0.040,0.000,0.000,0.631,0.767,0.882,0.489,0.680,0.000,0.064,0.081
0.143,0.978,0.818,0.700,0.028,0.000,0.057,0.063,0.025,0.015,0.000,0.004,0.191,0.685,0.355,0.739,0.289,0.000,0.117,0.065
0.143,0.989,0.091,0.333,0.015,0.000,0.017,0.037,0.000,0.014,0.000,0.000,0.532,0.904,0.763,0.693,0.062,0.000,0.106,0.048
0.000,0.989,0.091,0.333,0.017,0.000,0.014,0.030,0.011,0.025,0.000,0.000,0.170,0.575,0.602,0.580,0.113,0.000,0.074,0.613
